Section,Page Title,Page Slug,Docs URL,Page Source (.md),OpenAPI / Spec Filename,OpenAPI / Spec Repo Path,Spec Resolve Status,operationId,HTTP Method,API Path,OpenAPI Version,Spec Title,Hidden,Deprecated,Spec File mtime (UTC),Spec Git Last Commit (ISO)
Collect Payment,[OLD]Cards Decoupled Flow,old_payment_s2s_decoupled_flow,https://docs.payu.in/reference/old_payment_s2s_decoupled_flow,reference/Collect Payment/_payment_server_to_server/old_payment_s2s_decoupled_flow.md,s2s.json,reference/s2s.json,found,S2S-DecoupledFlow,POST,/_payment,3.1.0,S2S,TRUE,FALSE,2026-08-05T06:27:18.741513+00:00,2025-09-26T13:14:09+00:00
Cross-border Payments,old_payment_cross-border_merchant_hosted_upi,old_payment_cross-border_merchant_hosted_upi,https://docs.payu.in/reference/old_payment_cross-border_merchant_hosted_upi,reference/Cross-border Payments/merchant-hosted-integration-cb/old_payment_cross-border_merchant_hosted_upi.md,cb_s2s_upi.json,reference/cb_s2s_upi.json,found,MerchantHostedCheckout-UPI,POST,/_payment,3.1.0,Merchant Hosted,TRUE,,2026-08-05T06:27:18.749516+00:00,2026-07-15T07:45:20+00:00
Cross-border Payments,UDF Update API,old_udf_update_api,https://docs.payu.in/reference/old_udf_update_api,reference/Cross-border Payments/old_udf_update_api.md,opgsp-invoice-2.json,reference/opgsp-invoice-2.json,found,udf_update-OPGSP,POST,/postservice,3.1.0,OPGSP Invoice,TRUE,FALSE,2026-08-05T06:27:18.709503+00:00,2025-04-29T06:52:40+00:00
Cross-border Payments,UDF Update API,old_udf_update_api-1,https://docs.payu.in/reference/old_udf_update_api-1,reference/Cross-border Payments/old_udf_update_api-1.md,opgsp-invoice-4.json,reference/opgsp-invoice-4.json,found,udf_update-OPGSP,POST,/postservice,3.1.0,OPGSP Invoice,TRUE,FALSE,2026-08-05T06:27:18.709503+00:00,2025-10-27T06:22:39+00:00
General,Check BNPL Eligibility,get_checkout_details_bnpl_eliglibility,https://docs.payu.in/reference/get_checkout_details_bnpl_eliglibility,reference/General/get_checkout_details/get_checkout_details_bnpl_eliglibility.md,others-6.json,reference/others-6.json,found,get-checkout_details,POST,/postservice.php,3.1.0,Others,TRUE,FALSE,2026-08-05T06:27:18.713504+00:00,2025-04-29T06:52:29+00:00
General APIs,merchantpostserviceform2checkout,merchantpostserviceform2checkout,https://docs.payu.in/reference/merchantpostserviceform2checkout,reference/General APIs/merchanthostedpostservice/merchantpostserviceform2checkout.md,merchant-hosted-checkout-postservice.openapi.yaml,reference/merchant-hosted-checkout-postservice.openapi.yaml,found,merchantPostserviceForm2Checkout,POST,/merchant/postservice,3.1.0,Merchant Hosted Checkout — merchant/postservice and postservice.php,TRUE,,2026-08-05T06:27:18.709503+00:00,2026-06-15T04:36:49+00:00
General APIs,merchantpostservicephpcheckout,merchantpostservicephpcheckout,https://docs.payu.in/reference/merchantpostservicephpcheckout,reference/General APIs/merchanthostedpostservice/merchantpostservicephpcheckout.md,merchant-hosted-checkout-postservice.openapi.yaml,reference/merchant-hosted-checkout-postservice.openapi.yaml,found,merchantPostservicePhpCheckout,POST,/merchant/postservice.php,3.1.0,Merchant Hosted Checkout — merchant/postservice and postservice.php,TRUE,,2026-08-05T06:27:18.709503+00:00,2026-06-15T04:36:49+00:00
ParTner integration,[Hidden]Penny Verify API,hidden_penny_verify_api,https://docs.payu.in/reference/hidden_penny_verify_api,reference/ParTner integration/onboarding-and-kyc-apis/bank-details-api/hidden_penny_verify_api.md,partner-apis-6.json,reference/partner-apis-6.json,found,penny_verify,POST,/api/v1/merchants/{merchant_uuid}/verify_penny,3.1.0,Partner Apis,TRUE,FALSE,2026-08-05T06:27:18.717505+00:00,2026-04-21T10:42:44+00:00
ParTner integration,[OLD]Add or Update Bank Details API,old_add_update_bank_details_api,https://docs.payu.in/reference/old_add_update_bank_details_api,reference/ParTner integration/onboarding-and-kyc-apis/bank-details-api/old_add_update_bank_details_api.md,partner-integration-updated-2.json,reference/partner-integration-updated-2.json,found,AddorUpdateBankDetails,POST,/api/v1/merchants/{merchant_uuid}/add_bank_detail,3.1.0,Partner Integration - Updated,TRUE,FALSE,2026-08-05T06:27:18.717505+00:00,2025-04-29T06:52:37+00:00
ParTner integration,createpaymentlinkapi,createpaymentlinkapi,https://docs.payu.in/reference/createpaymentlinkapi,reference/ParTner integration/manage-invoices-or-payment-links/createpaymentlinkapi.md,Create payment links.json,reference/Create payment links.json,found,post_partners-payment-links,POST,/partners/payment-links,3.0.0,PayU Payment Links API,TRUE,,2026-08-05T06:27:18.761520+00:00,2026-04-21T10:41:45+00:00
ParTner integration,Get Merchant Credentials API,get_merchant_credentials_api,https://docs.payu.in/reference/get_merchant_credentials_api,reference/ParTner integration/oauth-api/get_merchant_credentials_api.md,partner-apis-27.json,reference/partner-apis-27.json,found,Getmerchantcredentials,GET,/api/v1/merchants/{mid}/credential,3.1.0,Partner Apis,TRUE,FALSE,2026-08-05T06:27:18.713504+00:00,2025-04-29T06:52:38+00:00
ParTner integration,Get Token API - Partner Integration,get_token_api,https://docs.payu.in/reference/get_token_api,reference/ParTner integration/partner-integration-user-token-apis/get_token_api.md,partner-apis-16.json,reference/partner-apis-16.json,found,get_token,POST,/oauth/token,3.1.0,Partner Apis,TRUE,FALSE,2026-08-05T06:27:18.713504+00:00,2025-10-14T13:22:38+00:00
ParTner integration,get_single_payment_link_api,get_single_payment_link_api,https://docs.payu.in/reference/get_single_payment_link_api,reference/ParTner integration/manage-invoices-or-payment-links/get_single_payment_link_api.md,partner-apis-6.json,reference/partner-apis-6.json,found,ReadInvoiceAPI,GET,/{invoice_number},3.1.0,Partner Apis,TRUE,FALSE,2026-08-05T06:27:18.717505+00:00,2026-04-21T10:42:44+00:00
ParTner integration,Post CKYC API,post_ckyc_api,https://docs.payu.in/reference/post_ckyc_api,reference/ParTner integration/onboarding-and-kyc-apis/manage-kyc-documents/post_ckyc_api.md,partner-integration-updated-2.json,reference/partner-integration-updated-2.json,found,PostCKYCAPI,POST,/api/v3/merchants/kyc_document/ckyc_data,3.1.0,Partner Integration - Updated,TRUE,FALSE,2026-08-05T06:27:18.717505+00:00,2025-04-29T06:52:37+00:00
ParTner integration,Refresh Token API,refresh_token_api,https://docs.payu.in/reference/refresh_token_api,reference/ParTner integration/partner-integration-user-token-apis/refresh_token_api.md,partner-apis-16.json,reference/partner-apis-16.json,found,refresh_token,POST,/oauth/token/,3.1.0,Partner Apis,TRUE,FALSE,2026-08-05T06:27:18.713504+00:00,2025-10-14T13:22:38+00:00
ParTner integration,Send OTP API,send_otp_api,https://docs.payu.in/reference/send_otp_api,reference/ParTner integration/partner-integration-user-token-apis/send_otp_api.md,send-otp-1.json,reference/send-otp-1.json,found,send_otp,POST,/send_otp,3.1.0,Send OTP,TRUE,FALSE,2026-08-05T06:27:18.741513+00:00,2025-04-29T06:52:36+00:00
ParTner integration,update_invoice_api,update_invoice_api,https://docs.payu.in/reference/update_invoice_api,reference/ParTner integration/manage-invoices-or-payment-links/update_invoice_api.md,partner-apis-6.json,reference/partner-apis-6.json,found,update_invoice,PUT,/payment-links/{invoice_number},3.1.0,Partner Apis,TRUE,FALSE,2026-08-05T06:27:18.717505+00:00,2026-04-21T10:42:44+00:00
ParTner integration,Validate Auth Code and Client,validate_authcode_and_client_api,https://docs.payu.in/reference/validate_authcode_and_client_api,reference/ParTner integration/oauth-api/validate_authcode_and_client_api.md,validate-auth-code-4.json,reference/validate-auth-code-4.json,found,ValidateAuthCodeandClient,POST,/token,3.1.0,Validate Auth Code,TRUE,FALSE,2026-08-05T06:27:18.757519+00:00,2025-04-29T06:52:38+00:00
ParTner integration,Verify and Link Merchant API,verify_and_link_merchant_api,https://docs.payu.in/reference/verify_and_link_merchant_api,reference/ParTner integration/onboarding-and-kyc-apis/verify_and_link_merchant_api.md,partner-apis-6.json,reference/partner-apis-6.json,found,VerifyandLinkmerchant,POST,/api/v1/merchants/{mid}/verify,3.1.0,Partner Apis,TRUE,FALSE,2026-08-05T06:27:18.717505+00:00,2026-04-21T10:42:44+00:00
ParTner integration,Verify OTP API,verify_otp_api,https://docs.payu.in/reference/verify_otp_api,reference/ParTner integration/partner-integration-user-token-apis/verify_otp_api.md,partner-apis-21.json,reference/partner-apis-21.json,found,VerifyOTPAPI,POST,/api/v1/otps/verify_otp,3.1.0,Partner Apis,TRUE,FALSE,2026-08-05T06:27:18.713504+00:00,2025-04-29T06:52:36+00:00
payment links,[OLD]Create Payment Link API,old1-create-payment-links,https://docs.payu.in/reference/old1-create-payment-links,reference/payment links/manage-payment-links/old1-create-payment-links.md,payment-link-29.json,reference/payment-link-29.json,found,CreatePaymentLinkAPI,POST,/payment-links,3.1.0,Payment Link,TRUE,FALSE,2026-08-05T06:27:18.721507+00:00,2025-04-29T06:52:30+00:00
payment links,Create Payment Link API,create-payment-links-old4,https://docs.payu.in/reference/create-payment-links-old4,reference/payment links/manage-payment-links/create-payment-links-old4.md,payment-link-28.json,reference/payment-link-28.json,found,CreatePaymentLinkAPI,POST,/payment-links,3.1.0,Payment Link,TRUE,FALSE,2026-08-05T06:27:18.721507+00:00,2025-04-29T06:52:31+00:00
payment links,CreatePaymentLinkAPI,createpaymentlinkapi-1,https://docs.payu.in/reference/createpaymentlinkapi-1,reference/payment links/manage-payment-links/createpaymentlinkapi-1.md,payment-link-34.json,reference/payment-link-34.json,found,CreatePaymentLinkAPI,POST,/payment-links,3.1.0,Payment Link,TRUE,FALSE,2026-08-05T06:27:18.721507+00:00,2025-04-29T06:52:31+00:00
payouts,[OLD]Initiate Transfer API,old-initiate-transfer-api,https://docs.payu.in/reference/old-initiate-transfer-api,reference/payouts/payouts-initiation-and-tracking/old-initiate-transfer-api.md,payouts-api-16.json,reference/payouts-api-16.json,found,InitiateTransferAPI,POST,/v2/payment,3.1.0,Payouts API,TRUE,FALSE,2026-08-05T06:27:18.725508+00:00,2025-04-29T06:52:46+00:00
payouts,Activate Payout Partner Merchant API,payout-activate-partner-merchant,https://docs.payu.in/reference/payout-activate-partner-merchant,reference/payouts/payouts-partner-onboarding/payout-activate-partner-merchant.md,payoutspartner-5.json,reference/payoutspartner-5.json,found,activatePartnerMerchant,POST,/merchant/create,3.1.0,PayoutsPartner,TRUE,FALSE,2026-08-05T06:27:18.733511+00:00,2025-04-29T06:52:50+00:00
payouts,Get Name Match Score Threshold API,releasepending-get-name-matchscore-threshold-api,https://docs.payu.in/reference/releasepending-get-name-matchscore-threshold-api,reference/payouts/releasepending-pay-to-phone-configuration-apis/releasepending-get-name-matchscore-threshold-api.md,payouts-api-3.json,reference/payouts-api-3.json,found,SetNameMatchScoreThresholdAPI-Copy,GET,/merchant/nameMatchScoreConfig,3.0.0,Payouts API,TRUE,FALSE,2026-08-05T06:27:18.725508+00:00,2025-04-29T06:52:50+00:00
payouts,Get Whitelisted Partner Merchant IPs API,get-white-listed-merchant-ips,https://docs.payu.in/reference/get-white-listed-merchant-ips,reference/payouts/payouts-partner-onboarding/get-white-listed-merchant-ips.md,payoutspartner-5.json,reference/payoutspartner-5.json,found,getWhiteListedIp,GET,/getWhiteListedIp,3.1.0,PayoutsPartner,TRUE,FALSE,2026-08-05T06:27:18.733511+00:00,2025-04-29T06:52:50+00:00
payouts,Set Name Match Score Threshold API,releasepending-set-name-matchscore-threshold-api,https://docs.payu.in/reference/releasepending-set-name-matchscore-threshold-api,reference/payouts/releasepending-pay-to-phone-configuration-apis/releasepending-set-name-matchscore-threshold-api.md,payouts-api-2.json,reference/payouts-api-2.json,found,SetNameMatchScoreThresholdAPI,PUT,/merchant/nameMatchScoreConfig,3.1.0,Payouts API,TRUE,FALSE,2026-08-05T06:27:18.725508+00:00,2025-04-29T06:52:49+00:00
payouts,Update Active Merchant Status API,payout-update-active-merchant-status,https://docs.payu.in/reference/payout-update-active-merchant-status,reference/payouts/payouts-partner-onboarding/payout-update-active-merchant-status.md,payoutspartner-5.json,reference/payoutspartner-5.json,found,updateActiveMerchantStatus,POST,/merchant/updateActiveMerchantStatus,3.1.0,PayoutsPartner,TRUE,FALSE,2026-08-05T06:27:18.733511+00:00,2025-04-29T06:52:50+00:00
payouts,Update Payouts Partner Merchant API,update-payout-merchant,https://docs.payu.in/reference/update-payout-merchant,reference/payouts/payouts-partner-onboarding/update-payout-merchant.md,payoutspartner-5.json,reference/payoutspartner-5.json,found,updateMerchant,PUT,/merchant/update,3.1.0,PayoutsPartner,TRUE,FALSE,2026-08-05T06:27:18.733511+00:00,2025-04-29T06:52:50+00:00
payouts,Whitelist Partner Merchant IP API,payouts-whitelist-ip,https://docs.payu.in/reference/payouts-whitelist-ip,reference/payouts/payouts-partner-onboarding/payouts-whitelist-ip.md,payoutspartner-5.json,reference/payoutspartner-5.json,found,whitelistIp,POST,/whitelistIp,3.1.0,PayoutsPartner,TRUE,FALSE,2026-08-05T06:27:18.733511+00:00,2025-04-29T06:52:50+00:00
PayU Merchant Hosted — _payment,merchanthostedpayment-1,merchanthostedpayment-1,https://docs.payu.in/reference/merchanthostedpayment-1,reference/PayU Merchant Hosted — _payment/payment/merchanthostedpayment-1.md,Merchant Hosted Checkout.postman_collection_9th_June.json,reference/Merchant Hosted Checkout.postman_collection_9th_June.json,found,merchantHostedPayment,POST,/_payment,3.1.0,PayU Merchant Hosted — _payment,TRUE,,2026-08-05T06:27:18.725508+00:00,2026-06-09T15:27:46+00:00
split settlements,Subvention Refund for Aggregators API,subvention_refund_aggregator_api_old,https://docs.payu.in/reference/subvention_refund_aggregator_api_old,reference/split settlements/refund-apis-split-settlements/subvention_refund_aggregator_api_old.md,payu-biz-aggregator-3.json,reference/payu-biz-aggregator-3.json,found,subventionrefundaggregator,POST,/postservice.php,3.1.0,payu biz Aggregator,TRUE,FALSE,2026-08-05T06:27:18.733511+00:00,2025-04-29T06:52:43+00:00
Subscriptions,[Bckup]Validate VPA Handle API,validate_vpa_api-old,https://docs.payu.in/reference/validate_vpa_api-old,reference/Subscriptions/api-commands-to-manage-upi-recurring-transaction/validate_vpa_api-old.md,paritalgeneral-apis-5.json,reference/paritalgeneral-apis-5.json,found,validateVPA,POST,/postservice.php,3.1.0,ParitalGeneral APIs,TRUE,FALSE,2026-08-05T06:27:18.713504+00:00,2025-09-22T07:58:31+00:00
Subscriptions,Consent Transaction with Saved Cards,consenttransactionwithsavedcards,https://docs.payu.in/reference/consenttransactionwithsavedcards,reference/Subscriptions/consenttransactionwithsavedcards.md,payu-api-31.json,reference/payu-api-31.json,found,ConsentTransactionwithSavedCards,POST,/_payment,3.1.0,PayU API,TRUE,FALSE,2026-08-05T06:27:18.733511+00:00,2025-04-29T06:52:33+00:00
Subscriptions,validate-vpa,validate-vpa,https://docs.payu.in/reference/validate-vpa,reference/Subscriptions/manage-recurring-payments/validate-vpa.md,validate-vpa-api.yaml,reference/validate-vpa-api.yaml,found,validateVPA,POST,/postservice.php,3.0.3,PayU Validate VPA API,TRUE,,2026-08-05T06:27:18.757519+00:00,2026-05-20T12:35:43+00:00
